"Title","Short Description","Long Description","Grades Used","Overall Rating","Number of Ratings","Price","URL"
"Whole Class Incentive Behavior Charts - Classroom Management | TPT","Looking for whole class incentive charts that are a super fun and easy way to support your classroom management? This resource includes 12 themed behavior incentive charts - one for every month! As your class meets their behavior goals, color in pieces of the class incentive chart so they can see th...","Looking for whole class incentive charts that are a super fun and easy way to support your classroom management? This resource includes 12 themed behavior incentive charts - one for every month!
As your class meets their behavior goals, color in pieces of the class incentive chart so they can see their progress toward their goal! You can customize the incentive charts to decide how many pieces to color in to reach the goal.
You Will Get:
- 12 Incentive Chart Templates:
⭐️ January - We Are Goal-getters
⭐️ February - Our Class is So Sweet
⭐️ March - Lucky Charms Collect Them All
⭐️ April - You're My Favorite Peeps
⭐️ May - Show Me Your Flower Power
⭐️ June - Ex-seed-ingly Great Behavior
⭐️ July - Sun-sational Behavior
⭐️ August - Our Class Is On Point
⭐️ September - Awesome to the Core
⭐️ October - Our Class Is Scary On Task
⭐️ November - I'm Fallin' For This Class
⭐️ December - Following Directions Is Snow Much Fun
- Each Class Incentive Chart comes Multiple Versions:
⭐️ Digital/Project and Trace version
⭐️ Print and Paste versions - with multiple choices
You May Also Enjoy:
Classroom Community Builders - MEGABUNDLE
Kindness Week Activity Bundle
Growth Mindset Curriculum","K: 11, 1st: 22, 2nd: 18, 3rd: 12, 4th: 3, 5th: 4","4.83","66","6.00","https://www.teacherspayteachers.com/Product/Whole-Class-Incentive-Behavior-Charts-Classroom-Management-8007473"
"CHAMPS Posters + Clip Chart Positive Behavior System - Classroom Management","Are you looking for an easy-to-use classroom management system that's actually effective? CHAMPS is a simple and effective way to help students stay on task, follow directions, and meet your expectations in the classroom. The CHAMPS Positive Behavior System is a great way to facilitate classroom rul...","Are you looking for an easy-to-use classroom management system that’s actually effective? CHAMPS is a simple and effective way to help students stay on task, follow directions, and meet your expectations in the classroom. The CHAMPS Positive Behavior System is a great way to facilitate classroom rules and keep things running smoothly. These visuals and CHAMPS posters will help your students meet your classroom management expectations and routines. Plus, they’ll look great displayed in your classroom!

⭐️ Check out the complete CHAMPS set which includes student desk toppers and reflection sheets HERE!
CHAMPS stands for:
Conversation: Establishes clear guidelines for when and how students can communicate, promoting a productive classroom environment.
Help: Defines how students can seek assistance, ensuring they receive the support they need without disrupting the class.
Activity: Clarifies expectations for each task, helping students stay focused and engaged in their work.
Movement: Sets rules for student movement within the classroom, minimizing distractions and maintaining order.
Participation: Outlines what active participation looks like, encouraging all students to contribute and stay involved.
Success: Provides a framework for achieving classroom goals, leading to a more effective and successful learning experience.

Benefits of using CHAMPS:
Will easily help teachers outline classroom expectations
Fosters a positive learning environment
Enhances student engagement
Minimizes disruptions
Promotes self-regulation
Aims to create a supportive classroom for academic and social success

What's Included:
Six engaging styles
Posters available with or without clipart, ideal for various age groups

How to Use:
Make a clip chart with string and a clothespin!
Print and laminate to make colorful posters!
Or display on a TV or projector to save paper!


See What Other Teachers Are Saying . . .
⭐ I looked at so many different CHAMPS posters and finally settled on these! These poster have everything I wanted on them, they are cute, simple, and so affordable! I have loved them and they are so easy to use. I simple place a magnet over the desired expectation and students are easily able to refer to it throughout any activity. 
⭐ Great Resource, my students really enjoyed it! Thank you! 
⭐ Our school is very big on CHAMPS!! Having this visual for students in a fun/colorful way is amazing! 


Love this? Check out these!
CHAMPS Posters with Reflection Sheets and Student Desk Toppers
Back to School School Rules Activities
Good Citizenship Activities
All About Me Worksheets for Back to School Activities
Back to School Lesson Plans & Morning Work

Want exclusive freebies and anchor charts?
Join my email listhere! I'll send you a secret password to access free resources and teaching materials, as well as updates about new resources, sales, and new blog posts! :)

Let’s Stay Connected
CLICK HERE to follow me on TPT to be the first to know about sales, freebies, and product launches!

Email: sarah@pricelessponderings.com
Instagram: @priceless.ponderings
Pinterest: Sarah Price
Facebook: Sarah Price","K: 2, 1st: 5, 2nd: 10, 3rd: 13, 4th: 9, 5th: 11, 6th: 2","4.77","57","3.25","https://www.teacherspayteachers.com/Product/CHAMPS-Posters-Clip-Chart-Positive-Behavior-System-Classroom-Management-4015448"
"Classroom Rules and Expectations Procedures Behavior Management Preschool PreK","Classroom and School Rules for Positive Behavior ManagementHelp your students learn and remember expectations for school and classroom.Bundle is over 30% offEach set includes:* Large Pages: Put these together to make a book or use as posters. Full color.* Blackline Books: Half page black and white b...","Classroom and School Rules for Positive Behavior Management
Help your students learn and remember expectations for school and classroom.
Bundle is over 30% off
Each set includes:
* Large Pages: Put these together to make a book or use as posters. Full color.
* Blackline Books: Half page black and white books to copy for students.
* Cards: Use these in a pocket chart or use to make your own customized poster. Full color.
Be sure to click the PREVIEW buttons on each set to see everything included!
Pick and choose the pages you want and need for your students.
Please note: This set is NOT editable!
This set was made with Pre-K and Preschool in mind, but will also work great for Kindergarten.
The large posters are about 8.5x11, but if you want smaller posters or cards, you can print a different size! See my printing directions here:
http://www.prekinders.com/printing-help/
Find more Back to School products here!","Early Childhood: 4, PreK: 18, K: 15, 1st: 7, 2nd: 1, 3rd: 1, 4th: 1","4.9","78","18.50","https://www.teacherspayteachers.com/Product/Classroom-Rules-and-Expectations-Procedures-Behavior-Management-Preschool-PreK-4009884"
"Whole Class Reward System | Positive Behavior Management | Beat the Teacher","This teacher vs students whole class behavior management game is fun, competitive and helps teach those important behaviours and routines! Your students will LOVE trying to beat the teacher using this engaging, positive classroom management strategy. Simply choose a behavior to work towards, and a r...","This teacher vs students whole class behavior management game is fun, competitive and helps teach those important behaviours and routines! Your students will LOVE trying to beat the teacher using this engaging, positive classroom management strategy. Simply choose a behavior to work towards, and a reward to earn, and have students earn points when displaying the correct behavior (and teacher earning points when they don't)! 20 behaviours and 12 reward cards are included, plus an editable template to add your own.
**For a closer look, please click on detailed preview above**
What's included:
16 teacher vs student templates (4 male/4 female with 2 different student options)
Teacher vs student blank templates
Behaviour and Reward chart (2 wording variations, colour and b+w)
20 behaviour cards (colour and b+w)
12 reward cards (colour and b+w)
Editable template for behaviour and reward cards
Detailed instructions for use pages
Please note you will need Powerpoint to use the editable file.
You might also like:
★ Classroom Rules Posters - Rainbow Theme
★ Behavior Clip Chart Editable - Rainbow Watercolor Decor
★ Behavior Management Activities Bundle
★ Behavior Management Chart and Resources - Rainbow Theme
★ Classroom and Behavior Management Bundle - Rainbow Theme
I would love to know if you enjoyed using this product and would really appreciate your feedback! By leaving feedback, you also earn feedback credits to use towards future purchases!
**Click Follow Me to follow my store and be notified when new products are posted. All new products are 50% off for the first 24 hours!**
I LOVE to see my products in action in your classrooms! Don't forget to tag me on Instagram! ♥
©️Lucy Jane Loves Learning","Early Childhood: 1, PreK: 2, K: 33, 1st: 45, 2nd: 38, 3rd: 20, 4th: 7","4.83","149","3.25","https://www.teacherspayteachers.com/Product/Whole-Class-Reward-System-Positive-Behavior-Management-Beat-the-Teacher--5076029"
"Classroom Behavior Management - The 5 P's and Expectations Scale","Revamp your behavior management! This system builds classroom community and empowers students to make good choices in the classroom. It establishes clear expectations, creates a common language and sets the tone for your entire school year. As an added plus, it keeps parents in the loop so everyone ...","Revamp your behavior management! This system builds classroom community and empowers students to make good choices in the classroom. It establishes clear expectations, creates a common language and sets the tone for your entire school year. As an added plus, it keeps parents in the loop so everyone is on the same page. Say goodbye to your typical behavior management strategies, and hello to something much better!
The 5 P's and Behavior Expectations Scale
What's Included:
5 P's posters (half sheets for easy printing and space saving)
Behavior Expectations Scale (1-4) display
3 Titles to choose from (Behavior Scale, Expectations Scale, Behavior Expectations Scale)
4 motivational posters encouraging students to make good choices (half sheets for easy printing and space saving)
Note to parents explaining the behavior scale
Print-and-Go Monthly Recording Sheets for parent communication
The 5 P's represent a set of expectations for your classroom. They are:
-Prompt
-Prepared
-Polite
-Productive
-Patient
-Positive (alternate)
This resource includes the 5 P's with student-friendly explanations/examples, each on a half sheet of paper so they can be displayed anywhere, plus a heading for your display. The 5 P's can be an extension of your classroom rules, or they can BE your classroom rules! They are comprehensive and cover necessary student behaviors for successful and productive school days.
Behavior Expectations Scale:
A scale from 1-4 that outlines expected behaviors for the day. In this download, you will also receive a parent letter, explaining what each number of the scale represents, and 4 half-sheet posters encouraging your students to make smart choices throughout the day. You can choose how you want to use the Behavior Scale! In my classroom, the behavior scale is displayed on the front board for students (and myself) to refer to throughout the day. Students aim for a ""3"" on the scale, which means ""Meets Expectations""... some days students will go above and beyond, achieving a ""4"", while other days students need to reflect on their behavior, receiving a ""2"". I write these numbers in students' planners at the end of each day, but you could use this resource in a number of ways!
For more information about how I use the behavior scale in my own classroom, read my blog post, ""Behavior Management: Behavior Expectations Scale"" at createinspireteach.com
If you're looking for a way to revamp your behavior management system, and want to encourage positive choices in your classroom, this resource is right for you.
I am passionate about positive behavior management and student-driven behavior choices in the classroom. Here are some of my other resources to help keep behavior on track:
Positive Behavior Management Bundle
Behavior Focus Meetings
Positive Communication for Parents and Students","K: 1, 1st: 8, 2nd: 13, 3rd: 33, 4th: 20, 5th: 10, 6th: 1","4.95","200","6.00","https://www.teacherspayteachers.com/Product/Classroom-Behavior-Management-The-5-Ps-and-Expectations-Scale-4165026"
"Behavior Goals | Positive Classroom Behavior Management Strategy","Do you ever feel as if some students are overwhelmed by the rules and expectations in your classroom? These students struggle with trying to follow all the rules and this sets them up to fail. If they were just able to focus on working towards one goal per day, they would have a much higher chance o...","Do you ever feel as if some students are overwhelmed by the rules and expectations in your classroom? These students struggle with trying to follow all the rules and this sets them up to fail. If they were just able to focus on working towards one goal per day, they would have a much higher chance of succeeding. Let your students take responsibility for their behavior by setting a daily behavior goal. Then, watch their overall behavior improve with this behavior goals classroom management strategy!
How Behavior Goals Works:
Students will choose one daily behavior goal, and solely focus on it and work towards that goal throughout the day. You can display the behavior goals on a bulletin board, in a pocket chart, or at their desk. If they accomplished their goal, they can add a sticker to their sticker chart. If they did not, they can use one of the reflection sheets to write about how they can do better.
Read more about how I use it in my classroom: Behavior Goals
Ideas for use in your classroom:
•MTSS Behavior Intervention
•Behavior Contract
•Whole Class Behavior Goal
•Individual Behavior Goal
•Classroom Management
•PBIS
This product includes:
•Bulletin Board Set (3 Headings, Color Behavior Cards- 8.5x11)
•Pocket Chart Set (1 Heading, Color and Black & White Behavior Cards)
•Target Adhesive Squares or Post -it's (Color and Black & White Behavior Cards- 3x3 and Sticky Note Printing Template)
•Two Reflection Sheets (1 Primary and 1 Intermediate Grade Levels)
•Sticker Chart
Click on the preview to view more!
Positive Behavior Goals Included:
•I will be helpful
•I will be kind
•I will stay focused
•I will give my best effort
•I will be honest
•I will listen
•I will stay on task
•I will show respect
•I will persevere
•I will be organized
•I will show self control
•I will be responsible
•I will show teamwork
•I will be encouraging
•I will be cooperative
•I will have a positive attitude
•I will be caring
•I will be thoughtful
Take a look at these teacher success stories:
⭐️⭐️⭐️⭐️⭐️ ""This is a great resource for students working on targeted behaviors or smaller behavior goals instead of being all-around ""well-behaved."" I can't wait to implement this system in my classroom because it will allow student opportunities to monitor their own behavior as well as give them more chances for success behaviorally.""
⭐️⭐️⭐️⭐️⭐️ ""I used this with one of my students that was having a difficult time controlling his behavior. It gave him one thing to work on and made it a positive experience.""
⭐️⭐️⭐️⭐️⭐️ ""This resource transformed my classroom management! It teaches students to take control of their behavior and practice setting goals.""
⭐️⭐️⭐️⭐️⭐️ ""Exactly what I was looking for! My kiddos have been struggling with behaviors and this is going to be such a game changer for us! I love how easy it will be for the kids to pick their own daily goal to work on!! Thank you!""
⭐️⭐️⭐️⭐️⭐️ ""Great visual goals for self-managing behaviors. Perfect for my students with autism. They can work on one skill at a time and also watch their progress.""
⭐️⭐️⭐️⭐️⭐️ ""Love how empowering this is for students! (and it's student driven, not teacher managed!!""
⭐️⭐️⭐️⭐️⭐️ ""This is great; thank you! We are focusing on one behavior a day; narrowing the scope works well with little kiddos. The illustrations are delightful, too. Thank you!""
⭐️⭐️⭐️⭐️⭐️ ""I used this last year with my difficult class and loved it. Many of my students had ""self control"" as their goal and were much more aware of how they were acting!""
Check out more FAQs and success stories on this YouTube video here: Are Behavior Goals Right for your Classroom?
___________________________________
You may also like…
→Good vs Bad Behavior Sort
→Ultimate Teacher Planning and Organization Pack | Editable
→Editable Seasonal Classroom Newsletters
___________________________________
Copyright © Sweet for Kindergarten
Permission to copy for single classroom use only.
Please purchase additional licenses if you intend to share this product.","PreK: 3, K: 74, 1st: 41, 2nd: 19, 3rd: 5","4.92","371","5.00","https://www.teacherspayteachers.com/Product/Behavior-Goals-Positive-Classroom-Behavior-Management-Strategy-3675149"
"Monthly Behavior Calendar 24-25 | Classroom Management Chart | Back to school","Monthly Behavior Calendar 2024 2025, Traffic Light Chart and Rewards!Here you have a great resource to reinforce positive behaviour. This resource includes different resources to organize your classroom and manage students' behaviour. No preparation needed. Just print!BEHAVIOR CALENDAR: Monthly cale...","Monthly Behavior Calendar 2024 2025, Traffic Light Chart and Rewards!
Here you have a great resource to reinforce positive behaviour. This resource includes different resources to organize your classroom and manage students' behaviour. No preparation needed. Just print!
BEHAVIOR CALENDAR: Monthly calendars in color and black and white versions. Thess calendars are included in two different sizes and printing options. Use these calendars to reflect how your students behave. They need to color in the circles.
TRAFFIC LIGHT CHART: The traffic light will show different colors depending how good they behave. An explanation poster is included to show students how the traffic light works. Use clothespins to write students' names and place them on the correct traffic light.
COUPONS: If your students color in 4 to 5 green circles per week, they wil get rewards. 126 Rewards coupons at little to no cost for teachers included.
IT WILL BE UPDATED EVERY YEAR!
=>Follow me to be the first to know about new discounts, freebies and new products!
=> Remember to leave feedback! Get tpt credits and use them in your next purchases! Many thanks! Hope you enjoy my product!","Early Childhood: 2, PreK: 4, K: 21, 1st: 10, 2nd: 2","4.89","38","3.75","https://www.teacherspayteachers.com/Product/Monthly-Behavior-Calendar-24-25-Classroom-Management-Chart-Back-to-school-5921797"
"CHAMPS Behavior Management Posters for the MUSIC room (PBIS) | TPT","This set includes over 75 different posters to help you get started with the CHAMPS program for behavior management. If you're not familiar, CHAMPS is a behavior management system that allows you to set clear expectations with your students. For more information check out my blog post about CHAMPS...","This set includes over 75 different posters to help you get started with the CHAMPS program for behavior management. If you’re not familiar, CHAMPS is a behavior management system that allows you to set clear expectations with your students. For more information check out my blog post about CHAMPS.

To use this pack, print up the posters that you need for your classroom and find a prominent place to display them. As you change activities throughout the day, update your CHAMPS board to reflect the expectations for that particular activity. Check out Pinterest for great ideas on how to organize your CHAMPS board and tons of examples.

Included in this set:

Two sets of CHAMPS header letters in different colors

4 “Getting Started” posters
2 basic posters that briefly explain the CHAMPS system
2 posters with examples of musical activities utilizing CHAMPS

14 Posters for C = Conversation
6 Voice Levels 0-4
8 Voice Level Posters specifically for singing voice. ppp to fff dynamic levels

6 Posters for H = Help
Includes directives to:
Raise your hand and wait
Ask you neighbor
Ask your team
Ask 3 before me

19 Posters for A = Activity
Includes activities like:
Playing instruments (ukulele, Orff instruments, recorder, etc)
Singing, dancing, music games
Centers, gathering materials, etc.

12 Posters for M = Movement
Includes movement like:
Stay in personal space/stay in self space
Dance movement, Game movement
“Only with permission” and “assigned spot”

11 Posters for P = Participation
Includes activities like:
Following directions and singing, playing instruments, playing recorders
Active listening and SLANT
Walking to spot, working in centers, etc.

3 Posters for S = Success
Variety of images of success

If you like this product, check out the following:
FREE Behavior Think Sheet for the Specialists
Pathways for Creative Movement - PowerPoints Flash Cards, Resource Kit
Moral Focus in Famous Musicians
Wisdom from Musicals! - Bulletin Board Set

---------------------------------------------------------------------------------------------------------

Email requests/problems/ suggestions to MakeMomentsMatter@gmail.com

Check out my blog for more ideas, freebies, and resources! MakeMomentsMatter.org

Terms of Use:
These slides are intended for personal classroom use only. Buyer does not have rights to share or distribute. You may copy a slide to include in a PowerPoint (etc.) for your own classroom, but these slides may not be used in commercial products. Thank you!","K: 18, 1st: 18, 2nd: 17, 3rd: 17, 4th: 18, 5th: 16, 6th: 8","5","150","6.00","https://www.teacherspayteachers.com/Product/CHAMPS-Behavior-Management-Posters-for-the-MUSIC-room-PBIS-2793724"
"Weekly Behavior Management Charts, Checklists & Forms (US English)","Fellow teachers, I know you'll appreciate using my weekly behavior management package in your classroom as a means to assess, document, discuss, and celebrate student conduct with your students' parents and guardians!In addition to the weekly behavior checklists, this package includes an ""antecedent...","Fellow teachers, I know you'll appreciate using my weekly behavior management package in your classroom as a means to assess, document, discuss, and celebrate student conduct with your students' parents and guardians!
In addition to the weekly behavior checklists, this package includes an ""antecedent, behavior, consequence"" chart to help pinpoint triggers, as well as behavior tally sheets to keep track of positive behaviors as well as positive notes to send home. Simply circle one of the faces beneath each weekday to help youngsters understand how their conduct is being assessed. Then, optionally, tick the necessary description boxes and write any extra remarks in the supplied section. When children exhibit positive conduct or have a good day, they can fill up the tally sheets with reward stickers or colour them in themselves.
Loved by thousands of teachers, please visit the bottom of this page to see how you, too, can have this resource customized to meet your specific needs!
Weekly Behavior Charts and Tally Sheets for Children Details:
► 2 Versions to choose from ‣ 1 with a checklist, 1 without a checklist
►ABC (Antecedent, Behavior, Consequence) Chart to help pinpoint triggers, brainstorm strategies and log frequent misbehavior
► Positive notes to send home
► 4 Tally Sheets for Coloring/Reward Stickers ‣ 5 , 7, 10 and 20 count
► Black & White and Color options
► Easy to implement in your classroom or family!
The checklist includes:
► Followed the rules
► Did not follow the rules
► Was kind to others
► Was not kind to others
► Stayed on task
► Did not stay on task
► Required reminders
► Did not require reminders
Let's make it perfect:
Do you love this resource but need something omitted or included? No worries, I've got you! Just leave your request in the question/answer section outlining what you'd like and leave the rest to me. Turn around time is roughly 3-7 days :)
While you're here, please check out these related resources:
► Back to School Resources
► Classroom Management Resources
► Substitute Teaching Plans
Become a Store Follower:
Follow my store for BIG SAVINGS!! My followers are notified when new resources are available. Each new resource is either FREE or HALF PRICE for the first 24 (and sometimes 48) hours!
Happy teaching!
♥ Jen Rece","PreK: 2, K: 14, 1st: 7, 2nd: 6, 3rd: 5, 4th: 3, 5th: 2","4.87","423","3.60","https://www.teacherspayteachers.com/Product/Weekly-Behavior-Management-Charts-Checklists-Forms-US-English-1415938"
"Classroom Behavior Management | Strong & Weak Choices | Back to School","Looking for a way to take classroom management to the next level? Teaching your young learners the difference between strong &amp; weak, good &amp; poor choices is a game changer. These Strong/Weak Choices Visuals are just the tool you need to teach your students how to make good choices each and ev...","Looking for a way to take classroom management to the next level? Teaching your young learners the difference between strong & weak, good & poor choices is a game changer. These Strong/Weak Choices Visuals are just the tool you need to teach your students how to make good choices each and everyday of the school year. 
Your students will be hooked by the detective theme as they work together to solve each case and decide if each student/students are making a strong or weak choice.
These posters are perfect to use during your classroom morning meetings to talk about strong & weak, good and poor choices. Each poster displays a picture of either a strong & good choice or a weak, poor choice. Each poster also includes kid-friendly language that makes it easy for your students to understand. 

TEACHING TIPS & IDEAS
The full sheet posters/discussion cards are great for whole class discussions.  The language prompts offer a great springboard for discussion.
Digital Slides to easily display and talk about strong and weak choices as well as review classroom expectations.
The ½ sheet discussion cards are perfect to laminate and place on a binder ring for quick and easy review. 
The classroom expectation posters can be displayed around the room as visual reminders.
Activities to complete whole class or in small groups to talk about strong and weak choices, but also to practice working together and listening expectations.

⭐️Make sure to check out the PREVIEW for an idea of everything that is included in this amazing resource.⭐️

✅This Strong/Weak, Good/Poor Choice Classroom Management resource includes the following:
Strong and Weak Choice Picture Sort
2 Poster Sets 
Solid Border posters 
Soft Bright Colors posters
Half Sheet Discussion Prompts with Words & Pictures
Classroom Expectation Posters “In this classroom we…”
I am a Strong Choice Detective Certificates (Color and Black & White Option)
Detective Hat and Magnify Glass Props to use as you solve each case
Digital Slides: Strong and Weak Choice Pictures and In our Classroom Expectations Review
2 extension activities (Color the strong or weak choice and cut/glue/sort practice)
12 strong or weak choice puzzles
20 full size strong and weak choice pictures to use as discussion starters

✅The following Strong / Good Choices are included:
Staying in your Spot
Sharing
Raising your Hand
Walking
Cleaning Up
Helping a Friend
Holding the Door
Sharing Supplies
Sliding down the Slide
Cheering on a Friend
Tying a Shoe
Asking a Friend to Play

✅The following Weak / Poor Choices are Included:
Biting
Laughing at a Friend
Jumping off the Playground
Kicking
Pulling Hair
Climbing up the Slide
Standing on the Swing
Running
Tipping your Chair
Telling Secrets
Yelling
Not Listening

✅The following Class Expectation Posters are Included:
We Clean Up
We Help Each Other
We Listen to each Other
We Share
We use Walking Feet
We Keep our Hands and Feet to Ourselves
We Show we Care
⭐️ This Strong/Weak Choices resource is perfect for
Beginning of the school year
Back to school after breaks
Review and practice
Supporting new students
Substitute teachers
Classroom display as reminders
You Might Also Like:
Classroom Routines & Classroom Routine Visuals | Print & Digital
Classroom Procedures | Bathroom & Hand Washing Visuals | Print & Digital
How to use School Supplies Digital Slides
In our Classroom Book Companion Lessons and Read Aloud Activities
Sign up on my website and learn about new resources, tips, ideas, and FREEBIES.
My Day in K
Feedback makes my heart happy. I would love to hear how your students liked the activities plus you earn TpT credits!
Thanks for stopping by, Happy Learning!","Early Childhood: 2, PreK: 4, K: 42, 1st: 24, 2nd: 6, 3rd: 1","4.95","138","6.00","https://www.teacherspayteachers.com/Product/Classroom-Behavior-Management-Strong-Weak-Choices-Back-to-School-2017505"
"Classroom Management System for Middle School: Positive Behavior Tallies","It's a simple idea: recognize the positive in order to eliminate the negative. This classroom management system designed specifically with middle school students in mind is easy to implement right away. Whether you're feeling like you want to start the year off positively while reinforcing behavio...","It's a simple idea: recognize the positive in order to eliminate the negative. This classroom management system designed specifically with middle school students in mind is easy to implement right away. Whether you're feeling like you want to start the year off positively while reinforcing behavior expectations or you need a fresh start with your students part way through the year, this can work for either situation.
The basis of the behavior system is that the teacher points out what students should be doing throughout the class period, and the students self-evaluate if they are in line with that behavior or not by giving themselves a tally if they think they are. Tallies can be combined daily and weekly so that students who receive a certain amount get rewarded. This is a flexible tool that any teacher can put their own twist on and use to improve student behavior.
This product includes the following:
-Caught in Expectations Tallies sheet
-Explicit directions for how to use the ""Caught in Expectations Tallies"" sheet
-Ideas for what to give tallies for
-A Teacher Language Guide for giving tallies
-Reward Menu to use to reward students as they redeem their tallies
-Tallies Checkbook for students to track their weekly tallies and rewards
-Behavior Expectations cards for students' desks
-Independent work time cards so the teacher can quickly survey the room to see who needs immediate assistance
-Task Tracker cards to help students prioritize what they need to be working on
-Bucket Filler cards for students to give each other positive feedback
-Parent Post Cards to send positive messages home
-Behavior Reflection and Goal Setting form
-Refocus sheet for students who need additional behavior supports
To read more about this behavior system, read the post on my blog.
You might also like…
Life Hacks Posters Bulletin Board
Instilling Growth Mindset for Readers and Writers: “Yet” Bulletin Board
Getting to Know You: Student Survey for Middle School (Freebie)
Daily Schedule Signs: Behavior Expectations for Balanced Literacy Components
Middle School Student Literacy Profile: Assessments to Track Data
Friendly Reminders
Follow me to receive notifications of new product listings and when resources in my store are on sale by clicking the green “Follow Me” star underneath my store name.
Don’t forget to leave feedback on purchases you make from my store to receive TpT credit for future purchases. Providing detailed feedback allows teachers considering a resource from my store to feel confident in their purchase. I greatly appreciate your support.
If you have questions for me, feel free to leave a question in the Q&A tab in regards to a specific resource or email me directly at kbkiehl@gmail.com.
Let’s Be Teacher Friends
Subscribe to my blog, The Literacy Effect
Follow me on Instagram
Follow me on Pinterest
Follow me on Facebook
Follow me on YouTube
Follow me on Twitter","4th: 2, 5th: 8, 6th: 21, 7th: 23, 8th: 15, 9th: 1","4.85","361","6.00","https://www.teacherspayteachers.com/Product/Classroom-Management-System-for-Middle-School-Positive-Behavior-Tallies-2314229"
"CHAMPS Behavior Clipchart for Classroom Management | TPT","CHAMPS is a behavior management system that allows you to set clear expectations with your students.My school requires that we post our CHAMPS for certain activities, however I do not have time to search for cards to hang. I don't use posters because my ""whole group"" and ""independent work"" time may ...","CHAMPS is a behavior management system that allows you to set clear expectations with your students.
My school requires that we post our CHAMPS for certain activities, however I do not have time to search for cards to hang. I don't use posters because my ""whole group"" and ""independent work"" time may change based on the type of activity.
CHAMPS Behavior Clipchart for Classroom Management
This clip chart allows me to easily walk over and see ALL my options while at the same time, making it fast and efficient!
I AM ALL ABOUT EFFICIENT!
Print and laminate.
Use 5 clothes pins to mark the type of champ you are wanting.
This is GREAT because it is universal to fit the needs of ANY teacher!
See it hanging in my classroom
HERE
Trouble Printing?
Please print these files as IMAGES for the border issue.
***************************************************************************
See my other CHAMPS colors here!
Soft Brights CHAMPS.
Neon on Black CHAMPS.
Primary Colors CHAMPS.
***************************************************************************
Customer Tips:
How to get TPT credit to use on future purchases:
• Please go to your My Purchases page (you may need to login). Beside each purchase you'll see a Provide Feedback button. Simply click it and you will be taken to a page where you can give a quick rating and leave a short comment for the product. Each time you give feedback, TPT gives you feedback credits that you use to lower the cost of your future purchases. I value your feedback greatly as it helps me determine which products are most valuable for your classroom so I can create more for you. ☺
Be the first to know about my new discounts, freebies and product launches:
• Look for the green star next to my store logo and click it to become a follower. Voila! You will now receive email updates about this store. ☺
***************************************************************************","K: 4, 1st: 11, 2nd: 21, 3rd: 23, 4th: 17, 5th: 10, 6th: 5","4.9","828","3.75","https://www.teacherspayteachers.com/Product/CHAMPS-Behavior-Clipchart-for-Classroom-Management-1428430"
"Frog Behavior Clip Chart Classroom Management Tool by Pink Cat Studio","This adorable frog theme behavior clip chart will look fantastic in your classroom! The fun cattail design will spark your students' natural desire to climb. Encourage your students to climb to the top of the cattail by making good choices.You may also like my other Behavior Charts.If you like this ...","This adorable frog theme behavior clip chart will look fantastic in your classroom! The fun cattail design will spark your students’ natural desire to climb. Encourage your students to climb to the top of the cattail by making good choices.
You may also like my other Behavior Charts.
If you like this product, you may also like my other Frog Theme Decor
Frog Theme 100 Editable Templates For Posters, Labels, Binders and More
Frog Theme Accelerated Reader Clip Chart
Frog Theme Editable Newsletter Templates
Frog Theme Word Wall Set
Frog Theme Behavior Clip Chart
Frog Theme Name Tags and Labels
Frog Theme Clock Labels
Frog Theme Editable Nameplates
Frog Theme Calendar Set
Frog Theme Colors Posters
Frog Theme Teacher Toolbox Labels
Frog Theme Birthday Board
Frog Theme Classroom Jobs Labels
Frog Theme Alphabet Posters
Frog Theme 2D and 3D Shapes Posters
Frogs Interactive Attendance Sheet
Frog Theme Punch Cards for Behavior Management
This product includes two types of files. A PDF file with the text in the signs as shown in the product images and a Powerpoint file so that you can put any wording that you like in the signs.
This product includes one 11” by 34” full color clip chart. The large “Ready to Learn” green section is 8.5” tall and the rest of the smaller sections are 4.25” tall. This product has 4 printable pages.
Set your printer to “Fit to Page” and print pages 5 to 8 onto cardstock in landscape format. Follow the included instructions and tape the pages together and then laminate for durability.
You must have Powerpoint installed on your computer if you wish to edit the Powerpoint file.
This product does not include instructions on how to implement a clip chart in your classroom. Please ‘google’ this topic to learn how to use one in your class.
All Decor Themes
Superhero
Owls
Owls - Smarty Pants
Chevron
Camping
Ocean
Jungle Animals
Aliens
Apple
Bees
Behavior Charts
Birds
Cats
Christmas
Circus / Carnival No Animals
Circus / Carnival Animals
Circus / Carnival Owls
Dogs
Fall
Farm Animals
Flowers
Frogs
Halloween
Ladybugs
Monkeys
Monsters
Penguins
Polka Dot
Smiley Face
Sock Monkey
Spring
Stars
Superhero Owls
Thanksgiving
Trendy Patterns
Under the Sea
Winter
All Classroom Decor
Terms of Use
All content in this product is the copyrighted property of Pink Cat Studio. You are granted permission to use this product for your personal and non-commercial use. You may not sell, trade, share or redistribute this product in any form. You may not create a derivative work and claim it as your own. If you have any questions regarding terms of use please contact Melissa at pinkcatstudio@gmail.com.
Theme2-Frogs","PreK: 2, K: 7, 1st: 2, 2nd: 2, 3rd: 1, 4th: 1, 5th: 1","4.97","329","4.99","https://www.teacherspayteachers.com/Product/Frog-Behavior-Clip-Chart-Classroom-Management-Tool-806024"
